agent_id,agent_name,month,day,tenure_months,call_type,aht_sec,csat_score,qa_audit_score,resolution_status
AGT-005,Rahul Chang,May-2026,12,3,Inbound,321.3,4.1,82.9,Escalated
AGT-008,Kavya Gupta,May-2026,3,11,Inbound,,4.5,80.2,Resolved
AGT-019,Kavya Gupta,April-2026,2,25,Inbound,,4.9,82.2,Resolved
AGT-017,Neha Sharma,March-2026,24,1,Inbound,323.5,3.5,58.4,Escalated
AGT-020,Rahul Sharma,February-2026,8,9,Inbound,342.3,3.9,90.1,Resolved
AGT-025,Arjun Reddy,June-2026,9,26,Inbound,266.9,3.2,85.9,Resolved
AGT-016,Ananya Verma,June-2026,12,21,Inbound,189.1,5.0,92.7,Resolved
AGT-007,Rahul Iyer,March-2026,16,25,Inbound,277.9,5.0,85.0,Resolved
AGT-018,Sarah Iyer,February-2026,12,23,Inbound,204.1,,95.0,Escalated
AGT-007,Rahul Iyer,June-2026,7,28,Inbound,275.8,5.0,85.1,Escalated
AGT-009,Arjun Sharma,July-2026,13,7,Inbound,257.0,4.9,86.1,Escalated
AGT-023,Michael Wilson,July-2026,16,22,Inbound,136.6,5.0,100.0,Escalated
AGT-004,Priya Nair,April-2026,12,6,Inbound,,3.4,85.7,Resolved
AGT-003,Sarah Reddy,June-2026,22,26,Inbound,198.6,4.4,89.7,Resolved
AGT-010,James Iyer,February-2026,6,6,Inbound,299.6,3.9,64.0,Resolved
AGT-011,David Chang,May-2026,9,12,Inbound,338.3,2.6,82.4,Unresolved
AGT-008,Kavya Gupta,May-2026,26,11,Inbound,330.3,3.8,83.3,Escalated
AGT-024,James Reddy,April-2026,8,6,Inbound,336.1,2.4,,Resolved
AGT-020,Rahul Sharma,July-2026,6,14,Inbound,351.1,3.5,90.1,Pending
AGT-013,Rahul Wilson,May-2026,9,25,Inbound,252.7,5.0,96.4,Resolved
AGT-013,Rahul Wilson,February-2026,3,22,Inbound,235.8,5.0,96.8,Resolved
AGT-003,Sarah Reddy,July-2026,2,27,INBOUND,297.2,4.9,80.0,Resolved
AGT-023,Michael Wilson,May-2026,11,20,INBOUND,302.8,4.6,97.6,Resolved
AGT-021,Ananya Gupta,April-2026,7,11,Inbound,303.5,4.0,81.8,Unresolved
AGT-009,Arjun Sharma,June-2026,11,6,Inbound,278.9,4.2,72.8,Resolved
AGT-008,Kavya Gupta,April-2026,7,10,Inbound,241.2,4.7,76.4,Resolved
AGT-016,Ananya Verma,May-2026,5,20,Inbound,315.5,5.0,100.0,Unresolved
AGT-016,Ananya Verma,July-2026,7,22,Inbound,310.3,4.3,92.8,Resolved
AGT-024,James Reddy,April-2026,5,6,Inbound,310.2,3.9,62.9,Resolved
AGT-011,David Chang,April-2026,11,11,Inbound,161.3,3.0,91.9,Pending
AGT-023,Michael Wilson,April-2026,3,19,Inbound,190.2,5.0,79.8,Resolved
AGT-016,Ananya Verma,March-2026,7,18,Inbound,217.0,4.7,99.3,Resolved
AGT-002,Arjun Sharma,March-2026,5,20,Inbound,,4.6,100.0,Unresolved
AGT-020,Rahul Sharma,May-2026,8,12,Inbound,255.2,4.1,87.5,Resolved
AGT-019,Kavya Gupta,February-2026,13,23,Inbound,210.6,4.6,93.3,Resolved
AGT-007,Rahul Iyer,June-2026,21,28,Inbound,288.9,4.1,99.6,Resolved
AGT-014,Priya Iyer,June-2026,18,22,Inbound,287.6,3.3,97.6,Resolved
AGT-012,Kavya Jenkins,July-2026,2,21,Inbound,285.0,,94.0,Resolved
AGT-004,Priya Nair,April-2026,16,6,Inbound,349.1,2.9,83.6,Pending
AGT-020,Rahul Sharma,February-2026,10,9,Inbound,272.6,3.1,75.6,Unresolved
AGT-013,Rahul Wilson,May-2026,15,25,INBOUND,237.0,4.2,98.4,Resolved
AGT-019,Kavya Gupta,May-2026,24,26,Inbound,206.3,4.6,99.7,Resolved
AGT-002,Arjun Sharma,June-2026,22,23,Inbound,255.2,3.6,84.8,Unresolved
AGT-011,David Chang,March-2026,11,10,Inbound,255.9,4.0,70.4,Resolved
AGT-023,Michael Wilson,April-2026,16,19,Inbound,236.0,4.2,87.1,Resolved
AGT-001,Arjun Jenkins,April-2026,22,18,Inbound,273.9,5.0,96.1,Resolved
AGT-002,Arjun Sharma,June-2026,13,23,Inbound,186.6,5.0,79.0,Resolved
AGT-011,David Chang,February-2026,14,9,Inbound,276.7,2.8,90.1,Pending
AGT-014,Priya Iyer,March-2026,11,19,Inbound,247.6,4.4,85.4,Resolved
AGT-010, James Iyer ,March-2026,16,7,Inbound,,4.2,74.2,Resolved
AGT-011,David Chang,February-2026,17,9,Inbound,289.3,3.8,87.9,Resolved
AGT-007,Rahul Iyer,July-2026,17,29,Inbound,296.9,4.4,84.5,Escalated
AGT-004,Priya Nair,February-2026,7,4,Inbound,335.9,3.3,79.0,Resolved
AGT-019,Kavya Gupta,March-2026,12,24,Inbound,234.3,4.3,94.8,Unresolved
AGT-014,Priya Iyer,February-2026,5,18,Inbound,248.7,,88.2,Resolved
AGT-017,Neha Sharma,April-2026,12,2,Inbound,295.3,4.3,56.5,Pending
AGT-023,Michael Wilson,March-2026,25,18,Inbound,239.5,4.6,82.0,Resolved
AGT-011,David Chang,July-2026,13,14,Inbound,235.6,2.9,84.5,Resolved
AGT-020,Rahul Sharma,February-2026,6,9,Inbound,308.4,5.0,70.8,Resolved
AGT-024,James Reddy,February-2026,26,4,Inbound,290.4,4.1,69.7,Resolved
AGT-015,Arjun Nair,June-2026,18,13,Inbound,313.4,4.4,74.5,Resolved
AGT-019,Kavya Gupta,July-2026,24,28,Inbound,257.6,5.0,92.7,Escalated
AGT-016,Ananya Verma,June-2026,17,21,Inbound,229.1,4.9,85.2,Resolved
AGT-009,Arjun Sharma,February-2026,20,2,Inbound,344.6,4.1,71.8,Escalated
AGT-017,Neha Sharma,July-2026,8,5,Inbound,263.9,4.5,79.6,Unresolved
AGT-021,Ananya Gupta,June-2026,3,13,Inbound,308.0,4.5,92.5,Resolved
AGT-018, Sarah Iyer ,May-2026,21,26,Inbound,,4.6,96.2,Resolved
AGT-013,Rahul Wilson,March-2026,10,23,Inbound,269.7,5.0,98.1,Escalated
AGT-014,Priya Iyer,May-2026,2,21,Inbound,212.7,4.4,100.0,Resolved
AGT-009,Arjun Sharma,March-2026,9,3,Inbound,292.2,2.4,52.5,Pending
AGT-002,Arjun Sharma,April-2026,5,21,Inbound,297.2,4.4,95.6,Pending
AGT-007,Rahul Iyer,February-2026,13,24,Inbound,311.1,3.5,100.0,Resolved
AGT-017,Neha Sharma,February-2026,22,0,Inbound,259.7,2.7,64.9,Escalated
AGT-012,Kavya Jenkins,June-2026,24,20,Inbound,205.6,4.7,97.7,Resolved
AGT-015,Arjun Nair,March-2026,1,10,Inbound,258.1,4.6,91.6,Resolved
AGT-009,Arjun Sharma,February-2026,7,2,Inbound,306.7,2.0,65.4,Escalated
AGT-015,Arjun Nair,March-2026,10,10,Inbound,292.6,4.1,87.6,Resolved
AGT-018,Sarah Iyer,July-2026,11,28,Inbound,216.7,5.0,100.0,Resolved
AGT-016, Ananya Verma ,April-2026,25,19,Inbound,249.9,4.9,93.6,Resolved
AGT-013,Rahul Wilson,February-2026,19,22,Inbound,313.0,4.9,97.7,Escalated
AGT-017,Neha Sharma,April-2026,16,2,Inbound,336.7,3.8,56.6,Resolved
AGT-003,Sarah Reddy,February-2026,21,22,Inbound,255.9,4.5,96.7,Resolved
AGT-007,Rahul Iyer,June-2026,13,28,INBOUND,260.0,5.0,100.0,Resolved
AGT-009,Arjun Sharma,March-2026,24,3,Inbound,352.1,3.4,75.6,Resolved
AGT-004,Priya Nair,May-2026,6,7,Inbound,334.4,3.8,78.2,Pending
AGT-023,Michael Wilson,July-2026,2,22,Inbound,266.3,4.2,94.2,Unresolved
AGT-009,Arjun Sharma,February-2026,14,2,Inbound,286.6,3.8,62.5,Pending
AGT-006,Arjun Nair,March-2026,12,19,Inbound,279.3,4.5,88.5,Resolved
AGT-004,Priya Nair,July-2026,4,9,Inbound,251.0,4.2,85.6,Resolved
AGT-018,Sarah Iyer,February-2026,24,23,Inbound,244.2,3.8,87.6,Resolved
AGT-005,Rahul Chang,June-2026,15,4,Inbound,284.4,4.0,80.1,Unresolved
AGT-012,Kavya Jenkins,April-2026,3,18,Inbound,242.3,3.8,96.2,Escalated
AGT-004,Priya Nair,March-2026,15,5,Inbound,277.5,3.5,76.1,Resolved
AGT-001,Arjun Jenkins,April-2026,13,18,Inbound,291.6,5.0,94.5,Resolved
AGT-015,Arjun Nair,July-2026,12,14,INBOUND,295.8,4.0,100.0,Unresolved
AGT-012,Kavya Jenkins,April-2026,18,18,Inbound,265.6,5.0,76.8,Resolved
AGT-022,Michael Iyer,July-2026,2,24,Inbound,257.9,5.0,100.0,Resolved
AGT-001,Arjun Jenkins,July-2026,1,21,Inbound,259.1,5.0,100.0,Resolved
AGT-024,James Reddy,June-2026,3,8,Inbound,233.1,4.3,70.2,Unresolved
AGT-018,Sarah Iyer,May-2026,5,26,Inbound,273.9,3.1,100.0,Resolved
AGT-025,Arjun Reddy,July-2026,21,27,Inbound,270.1,4.6,87.7,Resolved
AGT-022,Michael Iyer,May-2026,24,22,Inbound,263.1,5.0,92.4,Resolved
AGT-010,James Iyer,July-2026,7,11,Inbound,237.6,4.1,87.8,Escalated
AGT-024,James Reddy,April-2026,16,6,Inbound,259.7,3.7,71.3,Resolved
AGT-002,Arjun Sharma,February-2026,7,19,Inbound,281.8,4.8,94.0,Resolved
AGT-013,Rahul Wilson,April-2026,22,24,Inbound,228.4,4.8,97.1,Escalated
AGT-021,Ananya Gupta,May-2026,2,12,Inbound,,4.0,100.0,Resolved
AGT-004,Priya Nair,June-2026,19,8,Inbound,369.1,4.6,70.1,Resolved
AGT-007,Rahul Iyer,April-2026,8,26,Inbound,,4.1,82.7,Resolved
AGT-002,Arjun Sharma,February-2026,13,19,Inbound,233.1,3.7,100.0,Resolved
AGT-012,Kavya Jenkins,April-2026,8,18,Inbound,262.1,4.4,80.9,Escalated
AGT-024,James Reddy,February-2026,20,4,Inbound,307.9,3.2,69.7,Resolved
AGT-020,Rahul Sharma,June-2026,14,13,INBOUND,253.6,4.0,92.0,Resolved
AGT-013,Rahul Wilson,April-2026,4,24,Inbound,269.3,4.7,93.5,Resolved
AGT-019,Kavya Gupta,June-2026,5,27,Inbound,330.6,4.7,100.0,Resolved
AGT-002,Arjun Sharma,May-2026,13,22,Inbound,196.0,4.1,87.0,Resolved
AGT-001,Arjun Jenkins,March-2026,8,17,Inbound,196.0,4.9,95.1,Resolved
AGT-019,Kavya Gupta,June-2026,7,27,Inbound,284.8,4.2,100.0,Escalated
AGT-020,Rahul Sharma,June-2026,17,13,Inbound,,5.0,76.9,Resolved
AGT-006,Arjun Nair,March-2026,3,19,Inbound,274.9,5.0,100.0,Resolved
AGT-023,Michael Wilson,July-2026,26,22,Inbound,160.3,4.8,90.2,Resolved
AGT-015,Arjun Nair,June-2026,8,13,Inbound,280.7,3.9,81.6,Escalated
AGT-001,Arjun Jenkins,April-2026,2,18,Inbound,148.2,5.0,94.6,Resolved
AGT-025,Arjun Reddy,July-2026,3,27,Inbound,256.2,4.9,89.0,Resolved
AGT-023,Michael Wilson,May-2026,26,20,Inbound,239.7,4.7,87.6,Unresolved
AGT-006,Arjun Nair,February-2026,4,18,Inbound,261.3,4.7,94.9,Escalated
AGT-019,Kavya Gupta,July-2026,6,28,Inbound,204.8,4.6,92.9,Unresolved
AGT-009,Arjun Sharma,April-2026,8,4,Inbound,279.4,2.5,75.8,Resolved
AGT-015,Arjun Nair,April-2026,12,11,Inbound,279.5,4.4,86.9,Escalated
AGT-024,James Reddy,May-2026,21,7,Inbound,264.6,5.0,73.3,Pending
AGT-010,James Iyer,April-2026,18,8,Inbound,378.2,3.5,,Resolved
AGT-011,David Chang,July-2026,12,14,Inbound,264.4,3.7,96.1,Resolved
AGT-012,Kavya Jenkins,March-2026,2,17,Inbound,280.6,4.9,97.8,Escalated
AGT-023,Michael Wilson,June-2026,23,21,Inbound,205.2,5.0,95.5,Escalated
AGT-003,Sarah Reddy,March-2026,19,23,Inbound,294.1,3.8,97.0,Resolved
AGT-005,Rahul Chang,June-2026,6,4,Inbound,285.6,1.8,77.4,Unresolved
AGT-008,Kavya Gupta,July-2026,13,13,Inbound,201.9,3.3,88.1,Resolved
AGT-002,Arjun Sharma,February-2026,12,19,Inbound,247.4,5.0,100.0,Resolved
AGT-012,Kavya Jenkins,May-2026,12,19,Inbound,205.6,5.0,100.0,Unresolved
AGT-017,Neha Sharma,June-2026,11,4,Inbound,321.1,4.7,69.3,Resolved
AGT-015,Arjun Nair,July-2026,11,14,Inbound,260.7,3.8,93.5,Resolved
AGT-021,Ananya Gupta,June-2026,19,13,Inbound,221.4,3.3,79.8,Escalated
AGT-009,Arjun Sharma,June-2026,19,6,Inbound,241.8,3.7,75.4,Resolved
AGT-009,Arjun Sharma,March-2026,5,3,Inbound,332.5,4.1,65.4,Unresolved
AGT-001, Arjun Jenkins ,April-2026,19,18,Inbound,309.0,5.0,96.7,Resolved
AGT-007,Rahul Iyer,April-2026,5,26,Inbound,299.5,5.0,87.8,Resolved
AGT-009,Arjun Sharma,February-2026,26,2,Inbound,341.8,2.8,66.1,Escalated
AGT-025,Arjun Reddy,February-2026,3,22,Inbound,219.7,5.0,90.4,Resolved
AGT-010,James Iyer,March-2026,1,7,Inbound,287.5,3.8,70.7,Pending
AGT-007,Rahul Iyer,May-2026,10,27,Inbound,241.9,4.1,97.7,Resolved
AGT-001,Arjun Jenkins,May-2026,8,19,Inbound,273.0,,100.0,Unresolved
AGT-007,Rahul Iyer,March-2026,23,25,Inbound,202.5,5.0,100.0,Resolved
AGT-022,Michael Iyer,February-2026,24,19,Inbound,220.6,4.3,92.6,Resolved
AGT-007,Rahul Iyer,May-2026,16,27,Inbound,288.2,5.0,97.1,Resolved
AGT-023,Michael Wilson,February-2026,13,17,Inbound,177.4,4.8,98.2,Resolved
AGT-018,Sarah Iyer,March-2026,7,24,Inbound,198.1,4.5,100.0,Resolved
AGT-021,Ananya Gupta,April-2026,10,11,Inbound,241.1,2.3,81.9,Resolved
AGT-014,Priya Iyer,March-2026,18,19,Inbound,312.6,3.7,85.9,Resolved
AGT-024,James Reddy,July-2026,9,9,Inbound,279.7,4.7,89.3,Escalated
AGT-021,Ananya Gupta,July-2026,1,14,Inbound,319.9,4.3,87.3,Escalated
AGT-011,David Chang,June-2026,17,13,Inbound,317.3,3.1,93.9,Escalated
AGT-011,David Chang,March-2026,12,10,Inbound,311.0,5.0,79.4,Resolved
AGT-015,Arjun Nair,March-2026,21,10,Inbound,246.7,3.7,79.7,Escalated
AGT-009,Arjun Sharma,May-2026,16,5,Inbound,350.7,3.4,66.4,Resolved
AGT-020,Rahul Sharma,May-2026,9,12,Inbound,236.9,5.0,85.0,Resolved
AGT-012,Kavya Jenkins,March-2026,7,17,Inbound,250.9,5.0,94.6,Resolved
AGT-009,Arjun Sharma,March-2026,12,3,Inbound,305.9,2.3,74.9,Unresolved
AGT-009,Arjun Sharma,May-2026,1,5,Inbound,269.9,2.9,70.5,Resolved
AGT-019,Kavya Gupta,June-2026,8,27,Inbound,246.7,,100.0,Unresolved
AGT-013,Rahul Wilson,April-2026,6,24,Inbound,234.4,5.0,85.0,Escalated
AGT-022,Michael Iyer,March-2026,17,20,Inbound,242.9,5.0,98.1,Resolved
AGT-004,Priya Nair,April-2026,1,6,Inbound,319.7,3.5,82.2,Unresolved
AGT-004,Priya Nair,March-2026,25,5,Inbound,377.7,4.0,79.1,Resolved
AGT-007,Rahul Iyer,April-2026,21,26,Inbound,268.4,5.0,100.0,Resolved
AGT-011,David Chang,March-2026,4,10,Inbound,232.9,4.8,78.5,Resolved
AGT-008,Kavya Gupta,July-2026,9,13,Inbound,229.3,4.8,94.6,Escalated
AGT-019,Kavya Gupta,June-2026,6,27,Inbound,164.0,5.0,,Resolved
AGT-023,Michael Wilson,March-2026,5,18,Inbound,256.1,,99.8,Resolved
AGT-003,Sarah Reddy,July-2026,12,27,Inbound,210.8,4.3,99.0,Resolved
AGT-009,Arjun Sharma,April-2026,10,4,Inbound,303.1,2.6,74.9,Resolved
AGT-017,Neha Sharma,March-2026,10,1,Inbound,319.5,3.4,51.1,Resolved
AGT-012,Kavya Jenkins,April-2026,21,18,Inbound,247.3,4.6,87.8,Escalated
AGT-024,James Reddy,July-2026,4,9,Inbound,305.4,4.0,76.8,Resolved
AGT-004, Priya Nair ,July-2026,10,9,Inbound,297.6,4.8,95.2,Resolved
AGT-004,Priya Nair,March-2026,1,5,Inbound,284.3,4.5,67.3,Resolved
AGT-005,Rahul Chang,April-2026,5,2,Inbound,228.8,3.2,61.5,Escalated
AGT-007,Rahul Iyer,February-2026,21,24,Inbound,217.6,5.0,100.0,Resolved
AGT-014,Priya Iyer,February-2026,1,18,Inbound,298.7,4.8,88.5,Resolved
AGT-019,Kavya Gupta,June-2026,10,27,Inbound,280.3,4.2,97.2,Resolved
AGT-005,Rahul Chang,February-2026,16,0,Inbound,357.4,3.1,,Escalated
AGT-014,Priya Iyer,June-2026,22,22,Inbound,237.0,4.9,85.5,Resolved
AGT-022,Michael Iyer,May-2026,20,22,Inbound,275.1,5.0,93.9,Resolved
AGT-004,Priya Nair,May-2026,1,7,INBOUND,296.2,5.0,81.3,Unresolved
AGT-010,James Iyer,March-2026,20,7,Inbound,264.8,3.0,87.7,Unresolved
AGT-023,Michael Wilson,February-2026,3,17,Inbound,266.4,4.6,100.0,Pending
AGT-024,James Reddy,July-2026,5,9,Inbound,340.1,4.9,88.0,Unresolved
AGT-011,David Chang,June-2026,19,13,Inbound,304.8,5.0,91.0,Resolved
AGT-015,Arjun Nair,March-2026,13,10,Inbound,227.6,3.8,71.1,Unresolved
AGT-004, Priya Nair ,June-2026,10,8,Inbound,267.0,3.9,88.8,Resolved
AGT-014,Priya Iyer,June-2026,1,22,Inbound,263.8,4.6,87.8,Resolved
AGT-023, Michael Wilson ,May-2026,15,20,Inbound,266.7,4.7,82.5,Resolved
AGT-016,Ananya Verma,May-2026,10,20,Inbound,258.6,4.1,100.0,Resolved
AGT-024,James Reddy,February-2026,25,4,Inbound,261.6,3.3,84.8,Resolved
AGT-009, Arjun Sharma ,June-2026,7,6,Inbound,325.1,3.9,70.3,Unresolved
AGT-020,Rahul Sharma,July-2026,8,14,Inbound,261.0,4.8,83.1,Pending
AGT-001,Arjun Jenkins,June-2026,16,20,Inbound,252.6,5.0,89.2,Resolved
AGT-004,Priya Nair,February-2026,12,4,INBOUND,304.2,3.0,67.3,Escalated
AGT-013,Rahul Wilson,June-2026,21,26,INBOUND,,3.7,100.0,Escalated
AGT-001,Arjun Jenkins,April-2026,17,18,Inbound,278.2,5.0,84.0,Resolved
AGT-015,Arjun Nair,April-2026,20,11,Inbound,331.9,3.8,83.8,Resolved
AGT-007,Rahul Iyer,May-2026,1,27,Inbound,319.4,4.1,88.2,Resolved
AGT-001,Arjun Jenkins,February-2026,25,16,Inbound,257.5,4.6,93.3,Escalated
AGT-022,Michael Iyer,April-2026,13,21,Inbound,223.5,5.0,100.0,Resolved
AGT-012,Kavya Jenkins,June-2026,11,20,Inbound,220.2,4.6,80.5,Escalated
AGT-013,Rahul Wilson,May-2026,6,25,Inbound,242.1,4.5,85.1,Resolved
AGT-011,David Chang,June-2026,25,13,Inbound,273.1,3.4,89.9,Resolved
AGT-017,Neha Sharma,March-2026,8,1,Inbound,327.3,2.7,62.9,Unresolved
AGT-018,Sarah Iyer,April-2026,14,25,INBOUND,187.9,4.4,100.0,Resolved
AGT-003,Sarah Reddy,March-2026,3,23,Inbound,232.1,4.7,91.8,Resolved
AGT-009,Arjun Sharma,June-2026,21,6,Inbound,369.1,3.3,75.0,Resolved
AGT-018,Sarah Iyer,July-2026,21,28,Inbound,227.3,4.7,88.1,Resolved
AGT-021,Ananya Gupta,May-2026,4,12,Inbound,370.1,3.4,84.6,Resolved
AGT-012,Kavya Jenkins,April-2026,15,18,Inbound,205.5,5.0,91.6,Resolved
AGT-024,James Reddy,May-2026,18,7,Inbound,275.6,4.1,91.1,Escalated
AGT-019,Kavya Gupta,April-2026,25,25,Inbound,291.2,4.9,88.2,Unresolved
AGT-022,Michael Iyer,June-2026,21,23,Inbound,257.3,4.9,85.0,Resolved
AGT-018,Sarah Iyer,February-2026,21,23,Inbound,160.9,4.6,100.0,Resolved
AGT-008,Kavya Gupta,March-2026,8,9,Inbound,268.4,3.9,89.3,Unresolved
AGT-006,Arjun Nair,March-2026,17,19,Inbound,270.1,4.4,91.3,Resolved
AGT-024,James Reddy,July-2026,23,9,Inbound,169.6,4.7,85.7,Resolved
AGT-025,Arjun Reddy,May-2026,1,25,Inbound,275.8,4.2,100.0,Unresolved
AGT-021,Ananya Gupta,July-2026,3,14,Inbound,246.2,5.0,82.2,Escalated
AGT-012,Kavya Jenkins,March-2026,17,17,Inbound,195.8,4.9,92.3,Resolved
AGT-014,Priya Iyer,May-2026,10,21,Inbound,217.7,4.4,94.8,Resolved
AGT-001,Arjun Jenkins,May-2026,20,19,Inbound,,3.5,89.4,Escalated
AGT-005,Rahul Chang,May-2026,18,3,Inbound,326.7,3.3,66.1,Escalated
AGT-007,Rahul Iyer,March-2026,26,25,Inbound,215.4,5.0,98.6,Resolved
AGT-019,Kavya Gupta,April-2026,7,25,Inbound,323.1,3.9,99.0,Resolved
AGT-024,James Reddy,June-2026,26,8,Inbound,331.2,5.0,79.2,Escalated
AGT-020,Rahul Sharma,February-2026,17,9,Inbound,325.8,4.4,76.2,Resolved
AGT-005,Rahul Chang,July-2026,16,5,Inbound,299.5,2.9,57.6,Resolved
AGT-021,Ananya Gupta,July-2026,15,14,Inbound,272.3,4.5,87.2,Resolved
AGT-006,Arjun Nair,February-2026,6,18,Inbound,351.3,5.0,100.0,Pending
AGT-014,Priya Iyer,July-2026,2,23,Inbound,237.1,5.0,91.1,Resolved
AGT-006,Arjun Nair,April-2026,23,20,Inbound,202.4,5.0,96.2,Escalated
AGT-021,Ananya Gupta,April-2026,2,11,Inbound,235.7,4.0,82.1,Resolved
AGT-021,Ananya Gupta,February-2026,6,9,Inbound,226.6,3.3,86.2,Resolved
AGT-009,Arjun Sharma,June-2026,9,6,Inbound,320.6,3.7,65.5,Escalated
AGT-007,Rahul Iyer,June-2026,12,28,Inbound,247.2,5.0,100.0,Resolved
AGT-002,Arjun Sharma,May-2026,2,22,Inbound,163.9,4.1,83.8,Resolved
AGT-021,Ananya Gupta,April-2026,14,11,Inbound,320.1,3.5,78.3,Escalated
AGT-022,Michael Iyer,June-2026,10,23,Inbound,230.5,5.0,88.4,Resolved
AGT-006,Arjun Nair,February-2026,26,18,Inbound,210.8,5.0,94.8,Resolved
AGT-020,Rahul Sharma,July-2026,23,14,Inbound,328.9,4.8,88.1,Pending
AGT-005,Rahul Chang,April-2026,26,2,Inbound,344.1,4.4,69.7,Resolved
AGT-018,Sarah Iyer,May-2026,25,26,Inbound,309.9,4.1,83.9,Resolved
AGT-012,Kavya Jenkins,February-2026,26,16,Inbound,280.3,4.4,83.4,Resolved
AGT-022,Michael Iyer,March-2026,7,20,Inbound,276.6,5.0,100.0,Resolved
AGT-024,James Reddy,February-2026,11,4,Inbound,394.7,4.9,71.1,Resolved
AGT-020,Rahul Sharma,July-2026,26,14,Inbound,251.9,3.5,85.0,Resolved
AGT-025,Arjun Reddy,June-2026,19,26,Inbound,217.1,4.9,98.7,Pending
AGT-023,Michael Wilson,May-2026,3,20,Inbound,248.1,4.7,86.8,Escalated
AGT-013,Rahul Wilson,June-2026,13,26,Inbound,266.3,3.8,91.0,Resolved
AGT-011,David Chang,March-2026,17,10,Inbound,293.5,3.8,81.6,Resolved
AGT-021,Ananya Gupta,March-2026,14,10,Inbound,230.8,5.0,93.8,Resolved
AGT-005, Rahul Chang ,March-2026,15,1,Inbound,291.0,2.8,74.6,Escalated
AGT-001,Arjun Jenkins,February-2026,21,16,Inbound,274.5,4.4,90.2,Resolved
AGT-006,Arjun Nair,July-2026,9,23,INBOUND,166.8,5.0,97.7,Resolved
AGT-005,Rahul Chang,February-2026,4,0,Inbound,318.8,3.6,61.9,Resolved
AGT-019,Kavya Gupta,July-2026,17,28,Inbound,275.2,4.7,94.1,Resolved
AGT-006, Arjun Nair ,May-2026,19,21,Inbound,353.7,4.9,97.2,Resolved
AGT-008,Kavya Gupta,February-2026,12,8,Inbound,282.2,3.4,,Resolved
AGT-022, Michael Iyer ,June-2026,18,23,INBOUND,,4.7,81.7,Resolved
AGT-025,Arjun Reddy,June-2026,26,26,Inbound,319.8,4.9,94.1,Pending
AGT-021,Ananya Gupta,July-2026,20,14,Inbound,286.2,2.8,88.2,Resolved
AGT-010,James Iyer,June-2026,23,10,Inbound,274.9,3.4,74.4,Resolved
AGT-002, Arjun Sharma ,March-2026,6,20,Inbound,287.7,4.3,98.7,Resolved
AGT-023,Michael Wilson,June-2026,24,21,Inbound,214.4,4.2,98.6,Resolved
AGT-023,Michael Wilson,June-2026,18,21,Inbound,236.0,4.9,88.5,Unresolved
AGT-004,Priya Nair,February-2026,23,4,Inbound,300.4,2.9,79.9,Resolved
AGT-023,Michael Wilson,March-2026,16,18,Inbound,281.9,4.4,84.6,Resolved
AGT-003,Sarah Reddy,February-2026,2,22,Inbound,232.7,5.0,91.3,Resolved
AGT-004,Priya Nair,July-2026,20,9,Inbound,269.1,4.2,84.7,Pending
AGT-009,Arjun Sharma,June-2026,1,6,Inbound,308.8,4.6,92.8,Resolved
AGT-019,Kavya Gupta,February-2026,25,23,Inbound,284.7,5.0,87.0,Resolved
AGT-010,James Iyer,February-2026,26,6,Inbound,404.4,2.9,69.4,Unresolved
AGT-024,James Reddy,March-2026,8,5,Inbound,244.2,3.1,78.7,Resolved
AGT-011,David Chang,March-2026,22,10,Inbound,229.8,3.8,74.0,Pending
AGT-012,Kavya Jenkins,March-2026,11,17,Inbound,205.1,5.0,100.0,Resolved
AGT-014,Priya Iyer,June-2026,13,22,Inbound,282.8,4.5,86.2,Resolved
AGT-004,Priya Nair,June-2026,17,8,Inbound,238.9,4.9,94.7,Resolved
AGT-017,Neha Sharma,June-2026,2,4,Inbound,290.5,2.4,84.5,Pending
AGT-004,Priya Nair,February-2026,13,4,Inbound,313.6,2.6,72.0,Escalated
AGT-002,Arjun Sharma,July-2026,1,24,Inbound,261.9,5.0,96.8,Resolved
AGT-016,Ananya Verma,February-2026,20,17,Inbound,275.4,4.3,98.0,Resolved
AGT-025,Arjun Reddy,June-2026,23,26,Inbound,216.6,4.0,100.0,Escalated
AGT-021,Ananya Gupta,April-2026,21,11,Inbound,256.8,4.1,79.2,Unresolved
AGT-021,Ananya Gupta,July-2026,9,14,Inbound,251.0,4.9,82.5,Escalated
AGT-005,Rahul Chang,April-2026,23,2,Inbound,352.2,1.7,68.3,Unresolved
AGT-003,Sarah Reddy,April-2026,6,24,Inbound,236.4,5.0,85.5,Escalated
AGT-017,Neha Sharma,July-2026,2,5,Inbound,340.1,3.0,88.0,Resolved
AGT-002,Arjun Sharma,April-2026,4,21,Inbound,255.4,3.9,98.5,Resolved
AGT-023,Michael Wilson,June-2026,16,21,Inbound,272.4,4.3,94.9,Resolved
AGT-009,Arjun Sharma,July-2026,10,7,Inbound,334.3,4.4,68.0,Pending
AGT-014,Priya Iyer,April-2026,6,20,INBOUND,303.0,5.0,91.6,Escalated
AGT-016,Ananya Verma,July-2026,6,22,Inbound,233.7,5.0,91.9,Resolved
AGT-019,Kavya Gupta,April-2026,1,25,Inbound,248.7,5.0,,Resolved
AGT-011,David Chang,March-2026,21,10,Inbound,217.2,4.1,73.5,Resolved
AGT-023,Michael Wilson,June-2026,11,21,Inbound,213.7,4.5,86.5,Resolved
